embedding_type_layer	layer	model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
orig	12	transfo-xl-wt103	orig	conditioned-cat-only	all	73	73	1807	24.753424657534246	2.911764705882353	0.2726523434976116	0.22920026930495047	0.17639414123550523	0.1514333314241343	0.8738445753823794	0.8388732394366197	0.8720944817220703	0.8416901408450704	0.5618520773021894	0.49583985970230043	0.7251902032655748	0.6813791626634733	0.3783152885247589	0.471163680460872	0.4130260997379155	0.52767428186872
orig	12	transfo-xl-wt103	orig	conditioned-cat-only	pair_significant	60	60	1782	29.7	2.9393939393939394	0.280958468815492	0.23225795231440238	0.1818765439093113	0.1535046696109431	0.8775169810398753	0.84	0.877000755326008	0.8434285714285714	0.5484218106550713	0.48894913850714977	0.7166024947672929	0.6769501626056326	0.39350241232016886	0.47921581231221244	0.4267522636633494	0.5353908427804237
orig	12	transfo-xl-wt103	orig	conditioned-cat-only	pair_not_significant	13	13	25	1.9230769230769231	2.0	0.015162458643317223	0.015162458643317223	0.006439658347517252	0.006439658347517252	0.76	0.76	0.72	0.72	0.9781903433628482	0.9781903433628482	0.9914091667123128	0.9914091667123128	-0.09248554913294797	-0.09248554913294797	-0.012484981950537592	-0.012484981950537592
orig	12	transfo-xl-wt103	orig	conditioned-exclude	all	73	73	8300	113.6986301369863	3.088235294117647	0.014733385065859505	-0.00656095681588345	0.01396225070217544	0.0021021009712308735	0.6113814081082151	0.5946387263573275	0.6128192173903584	0.5966798203837257	0.8307204697108228	0.8482186089821822	0.8978631724351355	0.9079552210511	0.1561997930021617	0.13013112614584627	0.20427598539670927	0.1759440217289765
orig	12	transfo-xl-wt103	orig	conditioned-exclude	pair_significant	60	60	6288	104.8	3.1403508771929824	0.01730175134345737	-0.009426469679788238	0.016547716431775873	0.002367163714663511	0.6148835361169281	0.5923009623797025	0.6164714325975945	0.594750656167979	0.8134437350528311	0.8257445505642883	0.8862904924899543	0.8924732081025463	0.1705770554140681	0.14616730290946325	0.226155569012377	0.20376545337216143
orig	12	transfo-xl-wt103	orig	conditioned-exclude	pair_not_significant	13	13	2012	154.76923076923077	2.8181818181818183	0.0007500575544933478	0.0034613234884102203	-0.00011417382564913068	0.0011750302376216186	0.592314266727444	0.6028151774785802	0.5929349345954071	0.6034271725826194	0.9247826917376663	0.926822797389932	0.9608699854700107	0.9621043667065371	0.07792358653733791	0.07404376371985409	0.0851538079336295	0.07863711729764135
orig	12	transfo-xl-wt103	orig	raw	all	73	73	13730	188.08219178082192	9.095890410958905	-0.1876322908695632	-0.18724691568123217	-0.10636503818139115	-0.10591672726901873	0.4272049981204778	0.42466563215842756	0.4330814772784999	0.4305032143648858	0.8560540805881262	0.8575912100192856	0.9134348069780012	0.9144700454510888	0.09281471601582056	0.09078343349897618	0.14508645834758316	0.14279291593335117
orig	12	transfo-xl-wt103	orig	raw	pair_significant	60	60	11141	185.68333333333334	9.533333333333333	-0.21064455669838936	-0.21191369185996836	-0.11873357940051694	-0.11912457110638706	0.40792594546296335	0.4033749214612692	0.41472730592202456	0.410196571223409	0.8495383493064198	0.8509113877232914	0.9084613663477281	0.909343551517252	0.09966941779519482	0.0977163907346955	0.15651598507964465	0.15458954160048757
orig	12	transfo-xl-wt103	orig	raw	pair_not_significant	13	13	2589	199.15384615384616	7.076923076923077	-0.07257096172543243	-0.07235872445744462	-0.04452233208576217	-0.044399758961275966	0.5236002614080504	0.5238294314381271	0.5248523340608768	0.5250836120401338	0.8886327369966578	0.8887032084305181	0.9383020101293676	0.9383472481755366	0.05854120711894931	0.05849243159130499	0.08793882468727565	0.08784884964674304
orig	13	transfo-xl-wt103	orig	conditioned-cat-only	all	73	73	1807	24.753424657534246	2.911764705882353	0.2202083783922717	0.1935940404498661	0.13800145738059655	0.12324655444321918	0.8741866141846627	0.8433802816901409	0.8701035915071099	0.843943661971831	0.6470231779617301	0.5841616371800141	0.7853646988244827	0.745776997472102	0.33545252607936926	0.38390700331112576	0.36980334682132	0.45559654445455694
orig	13	transfo-xl-wt103	orig	conditioned-cat-only	pair_significant	60	60	1782	29.7	2.9393939393939394	0.2265988562496439	0.19604390438752514	0.14212354852427397	0.12486126762202808	0.8778700533519099	0.8445714285714285	0.8736553202654038	0.8451428571428572	0.6366044079272507	0.5786495884392916	0.7788667932121542	0.7423338149673226	0.34726831738532593	0.3898319177070746	0.3829977465456182	0.462665395727221
orig	13	transfo-xl-wt103	orig	conditioned-cat-only	pair_not_significant	13	13	25	1.9230769230769231	2.0	0.0221035648137331	0.0221035648137331	0.010216631926596165	0.010216631926596165	0.76	0.76	0.76	0.76	0.9700050490305863	0.9700050490305863	0.9867997728066594	0.9867997728066594	-0.030837004405286344	-0.030837004405286344	-0.03922304463192319	-0.03922304463192319
orig	13	transfo-xl-wt103	orig	conditioned-exclude	all	73	73	8300	113.6986301369863	3.088235294117647	0.020857070552602667	0.0052508636804697775	0.01580361598813585	0.007375001240253513	0.631637677795617	0.6155939583616818	0.6332291893158719	0.6173629065178936	0.8511863064395274	0.862919850988318	0.9121636222523882	0.9188761636811317	0.11467465543959182	0.10221251176392951	0.1582484332515459	0.14489622250215464
orig	13	transfo-xl-wt103	orig	conditioned-exclude	pair_significant	60	60	6288	104.8	3.1403508771929824	0.022320766111227627	0.002428017471601644	0.01751977008083189	0.0073324797442794005	0.6358559186521433	0.6143482064741908	0.6385187129219729	0.6176727909011374	0.8395492304031368	0.8478017076161398	0.9042545147849612	0.9082741328056658	0.12491572377536837	0.11552932884903867	0.17544524117817112	0.16887317494680226
orig	13	transfo-xl-wt103	orig	conditioned-exclude	pair_not_significant	13	13	2012	154.76923076923077	2.8181818181818183	0.012888061400089	0.015123915139271114	0.006460110372346308	0.007523722384373499	0.6086716997989748	0.6199510403916769	0.604430671904878	0.6162790697674418	0.9145437204154325	0.9157963438720377	0.9552243184639345	0.955957318181307	0.058917727833697135	0.05563625127347739	0.06462136787325291	0.061035584055911696
