n_samples	n_labels	label_entropy	label_max_count	label_min_count	label_singleton_fraction	label_sparse_fraction	token_mismatch_rate	missing_meaning_count	silhouette	silhouette_ci_low	silhouette_ci_high	davies_bouldin	calinski_harabasz	dunn	intra_inter_ratio	centroid_separation	nearest_centroid_loo_acc	model	lexeme	distance	embedding_source	head_indices	condition	global_label_scope
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4544309675379583	-0.43409948892208733	-0.40689553760231906	6.7386098969182004	5.396168129361138	0.0	0.9161046209224177	0.9982719815395368	0.3323697384192343	answerdotai_ModernBERT-base	__ALL__	cosine	head	5	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2638475681803571	-0.23780248414843397	-0.21934793742039127	6.7386098969182004	5.396168129361138	5.5142431285473e-09	0.8850754122962066	3.7676294313787873	0.21814848762603117	answerdotai_ModernBERT-base	__ALL__	euclidean	head	5	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4425024320213906	-0.42534004225169997	-0.392081569501437	6.636901872564626	5.361211508195141	0.0	0.9195667726250768	0.9965038665635008	0.33758725234435594	answerdotai_ModernBERT-base	__ALL__	cosine	head	9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2519309666597748	-0.22838085215536857	-0.21143274184933988	6.636901872564626	5.361211508195141	0.0	0.8840507782156556	3.623297811676102	0.21843051540576747	answerdotai_ModernBERT-base	__ALL__	euclidean	head	9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4340592835003901	-0.41649319592596185	-0.3879461504560284	6.628894347199317	4.92499455556729	0.0	0.9219333714558652	0.998466244580728	0.32961996756680534	answerdotai_ModernBERT-base	__ALL__	cosine	head	8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2463880133957079	-0.2235891026358526	-0.2063545308015373	6.628894347199317	4.92499455556729	0.0	0.8943097365455257	3.4946975138855616	0.21991116124938306	answerdotai_ModernBERT-base	__ALL__	euclidean	head	8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44618331329950345	-0.42764628134775445	-0.39695284480737103	6.672315782137408	5.336816916492136	0.0	0.9182207768946319	0.9978181192510388	0.3377282662342241	answerdotai_ModernBERT-base	__ALL__	cosine	head	10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.256133802403045	-0.23187620900769873	-0.21218879009141217	6.672315782137408	5.336816916492136	0.0	0.89812459297712	3.6482451933862996	0.22075724458859197	answerdotai_ModernBERT-base	__ALL__	euclidean	head	10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44389893832543614	-0.423759870918052	-0.3963943573983017	6.5975249989395275	5.569716340996854	0.0	0.9166660147080608	0.9980449883291743	0.32926743284213494	answerdotai_ModernBERT-base	__ALL__	cosine	head	11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2514261169786503	-0.22820554735372972	-0.20983898818196228	6.5975249989395275	5.569716340996854	0.0	0.8887252459644545	3.7295437371864457	0.2218853557075372	answerdotai_ModernBERT-base	__ALL__	euclidean	head	11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4678500917584806	-0.44859979678108697	-0.41816239953505585	6.804746010884692	5.128602276431045	5.662613632803593e-17	0.9200249232957661	0.9959679337379681	0.3053655785094832	answerdotai_ModernBERT-base	__ALL__	cosine	head	0,1	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2705966238766435	-0.24699824440785254	-0.22799905604110007	6.804746010884692	5.128602276431045	6.446116653629755e-09	0.8923133689254565	2.6796362197580237	0.1995346541634351	answerdotai_ModernBERT-base	__ALL__	euclidean	head	0,1	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4480086469011566	-0.42630854258819795	-0.3983688532948323	6.640635667995283	5.25619433101613	0.0	0.9197762631941238	0.9970238285664068	0.33483748149192694	answerdotai_ModernBERT-base	__ALL__	cosine	head	0,2	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2616985732194418	-0.236187230544151	-0.21821554552291184	6.640635667995283	5.25619433101613	8.245097632963578e-09	0.8914580746636517	2.642201388674069	0.22033420291898753	answerdotai_ModernBERT-base	__ALL__	euclidean	head	0,2	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4447851719738071	-0.4252713687981027	-0.39641365699967307	6.554523022509718	5.266494191190666	0.0	0.919018846210853	0.9966790985872549	0.3297609814566735	answerdotai_ModernBERT-base	__ALL__	cosine	head	0,4	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25852718458635837	-0.2323123235620195	-0.21501688810995828	6.554523022509718	5.266494191190666	0.0	0.8876113753026061	2.5557060537146588	0.21786645984629485	answerdotai_ModernBERT-base	__ALL__	euclidean	head	0,4	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.43786139854044137	-0.4160845372031905	-0.38998768501685827	6.737517066622835	5.1606524526052535	0.0	0.9210947164333002	0.9980455348092675	0.3347669745469929	answerdotai_ModernBERT-base	__ALL__	cosine	head	0,3	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2515145097575662	-0.22881497703241463	-0.21191116198956128	6.737517066622835	5.1606524526052535	0.0	0.891062685019756	2.5965066673006927	0.2238595501656913	answerdotai_ModernBERT-base	__ALL__	euclidean	head	0,3	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4454017201465699	-0.4241319041748128	-0.3948560540670927	6.766872614268515	5.167102756126078	0.0	0.9185485233590208	0.9973714102229424	0.33963195374744415	answerdotai_ModernBERT-base	__ALL__	cosine	head	0,5	global_pooled	lexeme_prefixed
