n_samples	n_labels	label_entropy	label_max_count	label_min_count	label_singleton_fraction	label_sparse_fraction	token_mismatch_rate	missing_meaning_count	silhouette	silhouette_ci_low	silhouette_ci_high	davies_bouldin	calinski_harabasz	dunn	intra_inter_ratio	centroid_separation	nearest_centroid_loo_acc	model	lexeme	distance	embedding_source	head_indices	condition	global_label_scope
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.24685949130217144	-0.2210395434213296	-0.20648229025329953	6.540256309878315	5.29326469253902	0.0	0.8933174049490252	2.147676131978124	0.22738489741239512	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,4,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45243263967314784	-0.43135034703158703	-0.4038733804510917	6.860502563257009	5.158058313107411	0.0	0.9192124170978646	0.9989205516230225	0.32496650920115633	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,6	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25908678263760326	-0.23402065588126839	-0.21776430448237333	6.860502563257009	5.158058313107411	4.994363107944638e-09	0.8889249131375383	2.1496624952743217	0.22110977931326237	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,6	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4396690117642908	-0.42160320715625255	-0.38919488636149063	6.8318727740643785	5.10154513543221	0.0	0.919707050787236	0.9982420785411233	0.3387153634633011	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2512154566825159	-0.22800526668030768	-0.20952226459401377	6.8318727740643785	5.10154513543221	7.1902011108705386e-09	0.8941902692206662	2.096386849203834	0.21758443206655856	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4543011547101249	-0.43529367151901777	-0.40587339150892976	6.836302660392438	5.331834374418201	0.0	0.9190373483893421	0.9985562087206129	0.33427342593245435	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.26194256533800825	-0.23416547932559453	-0.21851031071338461	6.836302660392438	5.331834374418201	7.472598064531317e-09	0.8869255744206944	2.1991240792120843	0.22089825847846012	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45377035045029757	-0.43276580717782487	-0.40684054874312575	6.829187871786695	5.092564252325862	0.0	0.9202251436470288	0.9979877152094864	0.33399139815271806	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2606501161764236	-0.23612088060375402	-0.21978553259478223	6.829187871786695	5.092564252325862	8.555059344621999e-09	0.892098833765692	2.142142967685551	0.2210392723683283	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4471446641472237	-0.4288186906524236	-0.4005496695995966	6.734567920171916	5.348389145098199	0.0	0.9170652983067998	0.9981598785141831	0.34012550236198263	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2573157932782793	-0.2319996232753581	-0.2147839247376569	6.734567920171916	5.348389145098199	5.029206463145543e-09	0.8901770790467675	2.1673083667175743	0.22139180709299866	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45753344557468567	-0.43613826493583174	-0.4070747216023301	6.740932482931461	5.387876847231511	0.0	0.9177834230499811	0.9980668328166962	0.3331453148135091	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,5,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2599887810681408	-0.235673222816411	-0.21722672675065968	6.740932482931461	5.387876847231511	0.0	0.88529806691451	2.2202278235993496	0.22054572375378975	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,5,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44777439331222696	-0.4256385533052592	-0.3969170106458	6.795057962667054	5.161440591082969	0.0	0.9206852100863832	0.9974863297132921	0.32926743284213494	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,6,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25647527361733935	-0.2309488055202108	-0.21281764252246219	6.795057962667054	5.161440591082969	5.080666417526031e-09	0.8937332596598648	2.148894333892574	0.2218853557075372	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,6,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4260477729842846	-0.4085098633894345	-0.38043433184779524	6.681111953690925	5.110489381311775	0.0	0.9213216430555712	0.9977163479208924	0.3340619050976521	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,6,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.24567401678162853	-0.2222136835945612	-0.20582240994778087	6.681111953690925	5.110489381311775	7.523972316775662e-09	0.8950844922459941	2.0413633451579987	0.22724388352252697	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,6,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4461839863968112	-0.4263289395197049	-0.3941064990134333	6.6108722029707705	5.133425109883128	5.658780249923238e-17	0.9201070250558138	0.9963629181342458	0.3416766551505323	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,6,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25461488556172884	-0.22991649717621496	-0.21400288354192593	6.6108722029707705	5.133425109883128	7.626512052352313e-09	0.8968185123903464	2.0834172087524863	0.22428259183529578	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,6,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4332426791364488	-0.4118718147629793	-0.38316244845460173	6.707925555630338	5.063366192433419	0.0	0.9199469222104295	0.9971148222895239	0.3358950856659381	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,6,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.24971601419231046	-0.22651312615199862	-0.20641427114009303	6.707925555630338	5.063366192433419	0.0	0.8994860632806818	2.0731108464461085	0.22146231403793273	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,6,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4492410794005498	-0.42814109936993655	-0.399993693767575	6.639786947983495	5.282616295383903	0.0	0.9194106766573698	0.9977108009486424	0.32933793978706905	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,6,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.254881593077283	-0.22945525701931688	-0.21042143263854754	6.639786947983495	5.282616295383903	8.81208625047089e-09	0.890762560787044	2.130080685299152	0.2206867376436579	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,6,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44129122720652453	-0.42230559589252653	-0.3903200579652189	6.687677543933377	5.235223158535593	0.0	0.9205175586350286	0.9972265156766257	0.33356835648311356	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,7,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2507677680946231	-0.22593750352095948	-0.20810666681912332	6.687677543933377	5.235223158535593	0.0	0.8919348540313801	2.1110055951920526	0.21913558485510823	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,7,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4474278681059085	-0.42262036720777435	-0.3948311451183963	6.592327046267108	5.512102924338561	5.704599987716131e-17	0.9187268140541703	0.9977012438771329	0.3373052245646196	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,7,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25406381560790825	-0.2300839373232011	-0.2131718352223014	6.592327046267108	5.512102924338561	7.214469129600173e-09	0.8895933711012693	2.156613580030177	0.22414157794542763	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,7,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4517412425097892	-0.4298392375903546	-0.40200385953788	6.770936273396704	5.182665071267443	0.0	0.9188843716764223	0.9971362267065793	0.33462596065712474	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,7,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25715196712262023	-0.23192365930396563	-0.21366765902823023	6.770936273396704	5.182665071267443	0.0	0.8950593150565501	2.137502240742028	0.22195586265247128	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,7,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4525344026887975	-0.4323535524732026	-0.4025482503148833	6.556520166875174	5.355712997634486	1.141505390001607e-16	0.9202485981167337	0.9973905584209312	0.33695268983994925	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,7,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25665315353556495	-0.2317063961895203	-0.2142290888334192	6.556520166875174	5.355712997634486	8.716533902792618e-09	0.8919176541452504	2.1849004462789208	0.2195586265247127	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,7,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4349629753628645	-0.41820299064005234	-0.3854078854679958	6.722295977319588	5.16032205064374	0.0	0.920508491229707	0.9972558501902486	0.342311217654939	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,8,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.24804268016228573	-0.2263738646809065	-0.20817008817209667	6.722295977319588	5.16032205064374	8.298120703475778e-09	0.8962441622503078	2.085330372561895	0.22209687654233942	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,8,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4345937952540145	-0.41675656388986787	-0.38765454234817626	6.721553098833595	5.069920906095474	0.0	0.9197770107534787	0.9977432331897133	0.3373757315095537	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,8,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2497183245340136	-0.2260945195089461	-0.20949923280625227	6.721553098833595	5.069920906095474	7.363532675457376e-09	0.8947968035915129	2.0863353055012546	0.2213213001480646	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,8,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.43821575906431914	-0.41893611793616986	-0.39227929024991615	6.513474505813889	5.309942144887018	5.690281062140152e-17	0.9198190098754742	0.997680342085002	0.34365084960868647	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,8,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.24855293695521444	-0.22437235062079144	-0.20704707217253493	6.513474505813889	5.309942144887018	1.0518297439777416e-08	0.8923912611955113	2.125234438100567	0.22315448071635055	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,8,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4422524538879599	-0.4205445308213991	-0.3910008796407855	6.686869412077257	5.014196423590913	1.1422707555965919e-16	0.9203388305769288	0.9970254198670223	0.34252273848974124	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,9,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25302270652666786	-0.22897566884195694	-0.21162843177359109	6.686869412077257	5.014196423590913	7.306231551830764e-09	0.8980574227813879	2.0743467091770755	0.22400056405555946	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,9,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4446152968980491	-0.4212591052858581	-0.39439323127705167	6.574073586000117	5.07705523679694	5.697015653009548e-17	0.9205087632690125	0.9970151358726201	0.3387153634633011	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,9,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2530293803528263	-0.2306827777346345	-0.20944697153056704	6.574073586000117	5.07705523679694	9.277556220933797e-09	0.8992101386408998	2.099212027399658	0.22752591130226327	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,9,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4377680868591429	-0.41820790594153384	-0.39220041277672835	6.496361181894976	5.112200718615491	0.0	0.9207087360505675	0.9971619625124494	0.3397729676373123	answerdotai_ModernBERT-base	__ALL__	cosine	head	3,10,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25040350467465655	-0.22599105709418038	-0.20874555858317012	6.496361181894976	5.112200718615491	0.0	0.8972165061760937	2.0996605443353773	0.2248466473947684	answerdotai_ModernBERT-base	__ALL__	euclidean	head	3,10,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.46596071701832104	-0.4436917504443502	-0.4138434164563403	6.7317686549628135	5.56095886735349	1.6982615474407192e-16	0.9151789281172091	0.9986380570748662	0.32954946062187124	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,6	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.26433645989860294	-0.23695605007392292	-0.2204218636763541	6.7317686549628135	5.56095886735349	8.441073612055836e-09	0.8832332073904071	2.2083292678073767	0.2185715292956356	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,6	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.46125886634746954	-0.4405916488996212	-0.4097819965393077	6.71415259614413	5.538600163768458	0.0	0.9154902360790089	0.9987457666908359	0.33095959952055276	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2667705113145088	-0.23891390972044008	-0.2184480298872402	6.71415259614413	5.538600163768458	7.142040954227881e-09	0.8815554126463216	2.229591193328605	0.21666784178241558	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4506362466325759	-0.4270848906412523	-0.399227749790694	6.773341485806515	5.259779186184234	0.0	0.9175272690822448	0.9977838939361551	0.33258125925403653	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2553369560638436	-0.2291155585330158	-0.2114213123530539	6.773341485806515	5.259779186184234	4.995102386413287e-09	0.8872172705180018	2.119408239522383	0.21680885567228372	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4522191895541551	-0.4336200971930904	-0.40327070769541645	6.743303808366314	5.418166635495725	0.0	0.9167352498325052	0.9976522421323142	0.3324402453641684	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2628342106934144	-0.2365269162865918	-0.21926269765062872	6.743303808366314	5.418166635495725	0.0	0.8790117139125372	2.1724818237506405	0.21709088345202002	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45756995840145653	-0.43913283402793407	-0.40927666020923237	6.652925200069119	5.725777298598774	0.0	0.9138406860326438	0.9982526337361505	0.33765775928929	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.26260618428284593	-0.23773107800590568	-0.22042076436154384	6.652925200069119	5.725777298598774	7.215405331471485e-09	0.8828627032432478	2.2163496428646705	0.21786645984629485	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45432045852660746	-0.4321888859347404	-0.40223304464067694	6.643957221095449	5.682992167517931	0.0	0.9147143968214151	0.997707316475525	0.33095959952055276	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,5,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.26012106200485485	-0.2332540977228751	-0.2153560182924885	6.643957221095449	5.682992167517931	0.0	0.8768187191406341	2.2211227075827895	0.21906507791017416	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,5,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.45793418558241145	-0.43747201670791086	-0.4089603360868167	6.864994672481075	5.347524155187335	1.1358809811928718e-16	0.9183735624375957	0.9985295754600925	0.32729323838398083	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,6,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2610487220823099	-0.2342313103960429	-0.21710592650862756	6.864994672481075	5.347524155187335	9.497337824219771e-09	0.8941427265768636	2.2007294166175453	0.22047521680885568	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,6,7	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4446086618703713	-0.42736131609344413	-0.3945400899991608	6.782788803130144	5.245059587236273	1.1403695929520224e-16	0.9195969816559915	0.9983954603671943	0.32933793978706905	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,6,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25089570230022185	-0.2261001532887765	-0.20768303377115716	6.782788803130144	5.245059587236273	7.1241619520682925e-09	0.8952153584786066	2.088592303575315	0.2221673834872735	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,6,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4522038928675886	-0.4321368699504828	-0.39979741600460794	6.660525313347684	5.445191237707545	0.0	0.9177647898582476	0.9968995102531581	0.3347669745469929	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,6,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2577899554976298	-0.2305404051196952	-0.21336003033921158	6.660525313347684	5.445191237707545	7.211464388702378e-09	0.8894125451226259	2.13753360931063	0.2162448001128111	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,6,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4500094703689751	-0.429663913750338	-0.4026632789459267	6.768966152609714	5.4317071443836875	1.7129757982089898e-16	0.916947059769798	0.9982954258201848	0.3275752661637171	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,6,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25487630842828196	-0.23189984319779552	-0.2136553915599118	6.768966152609714	5.4317071443836875	5.01884376887633e-09	0.897383423297104	2.14706883917222	0.2174434181766904	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,6,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.448646014448201	-0.42791852493197935	-0.39853090780008615	6.704281555883225	5.557631112286268	2.8410255461332016e-16	0.9167145257329089	0.9984074482748256	0.32961996756680534	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,6,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2560416518931502	-0.23112387739235885	-0.21229234057971264	6.704281555883225	5.557631112286268	7.237494239402627e-09	0.8883768567515569	2.1556062503128897	0.21758443206655856	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,6,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4476776082636806	-0.42677369650892044	-0.39895747967701894	6.827742763015425	5.163817797784089	0.0	0.9196375346424616	0.9981975724993155	0.32806881477825567	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,7,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.25507744290695417	-0.2283880197349445	-0.2118284196177058	6.827742763015425	5.163817797784089	4.816402383821778e-09	0.8914087393960297	2.128651145124218	0.21913558485510823	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,7,8	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44834565976550955	-0.42823836568458884	-0.39677912623959527	6.641943825355652	5.618586099717432	1.1396032925307656e-16	0.917201246833842	0.9985552841238845	0.3340619050976521	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,7,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2546740074366904	-0.22866739381215398	-0.2123253567804689	6.641943825355652	5.618586099717432	0.0	0.8822113118953048	2.1824646864499755	0.21878305013043786	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,7,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4583383355151496	-0.43984263610982816	-0.40820107082923884	6.83061738886414	5.343938200730077	5.691781355678882e-17	0.9170229517065043	0.99866947500161	0.3294789536769372	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,7,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2598414733219115	-0.23506250970832973	-0.21684445252209741	6.83061738886414	5.343938200730077	0.0	0.8934582925973177	2.182869018910831	0.22110977931326237	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,7,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44932183767685285	-0.42967837512824414	-0.401992590844309	6.639425533561335	5.430776907611833	0.0	0.9180104764981301	0.9986159793277677	0.33660015511527885	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,7,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2548893255227162	-0.23129964176943424	-0.21050998650881123	6.639425533561335	5.430776907611833	5.156906217428406e-09	0.8895114174066198	2.1846004034210127	0.2206867376436579	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,7,11	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.4390423592257102	-0.4208170951169796	-0.39261927002442626	6.864280692139189	5.20186472973535	5.718488105944578e-17	0.919771174992613	0.9976057507157037	0.3327222731439047	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,8,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2483881035253386	-0.22438940632151586	-0.20545492360139345	6.864280692139189	5.20186472973535	6.0094595221875345e-09	0.8876237131307687	2.1025455961356214	0.22075724458859197	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,8,9	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.44988498522184833	-0.43318473252948475	-0.4047869924167472	6.880003666172435	5.173448812730076	1.7160328151776566e-16	0.9188928838916728	0.9985969939224121	0.3284918564478601	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,8,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.2533272771017604	-0.23048345344391077	-0.21203465145826997	6.880003666172435	5.173448812730076	8.369994438602936e-09	0.8926311644053818	2.1225828035336822	0.21850102235070154	answerdotai_ModernBERT-base	__ALL__	euclidean	head	4,8,10	global_pooled	lexeme_prefixed
14183	535	7.756889308389412	359	1	0.17570093457943925	0.2766355140186916	0.33920891207783965	0	-0.43434134339129166	-0.4164613557464046	-0.3823899081075687	6.670928866007877	5.320593999326082	5.687017242165236e-17	0.918754372251505	0.9981976628076866	0.3364591412254107	answerdotai_ModernBERT-base	__ALL__	cosine	head	4,8,11	global_pooled	lexeme_prefixed
