model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
answerdotai_ModernBERT-base	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	-0.01211786778793779	-0.012003954209013908	-0.0045272494508123715	-0.004469959648292206	0.6518592964824121	0.6524822695035462	0.6491592578275996	0.6497241922773838	0.8946630932427474	0.8921526731967581	0.9417808620328761	0.9404252768866398	0.06208808600149525	0.06333928581437905	0.10156717210702408	0.10345119869899172
answerdotai_ModernBERT-base	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	-0.0742047402204244	-0.07453880165104795	-0.035564811914035564	-0.035649042450353066	0.5925935306184535	0.5911949685534591	0.5941580132079392	0.5926799440950384	0.8278584261103393	0.8272963120487783	0.9025321728340036	0.9020558385757974	0.13421743696008273	0.13413161875857435	0.21898917656399003	0.22035857224621566
bert_base_uncased	orig	conditioned-cat-only	all	76	76	1862	24.5	1.381578947368421	0.18231656280172953	0.19476011536946605	0.09545087580640488	0.104962052856095	0.9023432956103586	0.9092554644808744	0.8966396115323656	0.9037909836065574	0.7285286396322024	0.6616389952254541	0.8510245798721873	0.8058788537398701	0.29752801601148504	0.41925917998785456	0.33099511074884175	0.48416717278981203
bert_base_uncased	orig	conditioned-cat-only	pair_not_significant	14	14	25	1.7857142857142858	0.14285714285714285	-0.015305907093739895	-0.015305907093739895	-0.003525803862712237	-0.003525803862712237	0.72	0.72	0.72	0.72	1.0128028352832406	1.0128028352832406	1.0007851196042776	1.0007851196042776	-0.013157894736842105	-0.013157894736842105	-0.027636419380695935	-0.027636419380695932
bert_base_uncased	orig	conditioned-cat-only	pair_significant	62	62	1837	29.629032258064516	1.6612903225806452	0.1883051224955316	0.19766961706563235	0.09845016912971148	0.10646465474970729	0.9078688500227938	0.911876731301939	0.9019923270333463	0.9063365650969529	0.7199142700670195	0.6567752301277009	0.8464863816984876	0.803179320971665	0.3069427405796161	0.4252483361474765	0.3418627328739792	0.4912558652021459
bert_base_uncased	orig	conditioned-exclude	all	76	76	8568	112.73684210526316	2.8815789473684212	0.11812117780940573	0.11417741923048524	0.06141300820551934	0.05873116822232454	0.8254093606783031	0.8302819724709342	0.8231601327028094	0.8276092476279567	0.7964950158212071	0.8029851967159639	0.8872756762429297	0.8921970278983713	0.2608272711293368	0.24883000081773188	0.33018733917192883	0.3181980278263138
bert_base_uncased	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.2857142857142856	0.10237034800690614	0.10449299915159559	0.05087260835795418	0.051988374327254165	0.8345960476502068	0.8409785932721713	0.8253608612162551	0.8311926605504587	0.848590177264356	0.8514162557376579	0.9232774320190157	0.9253724587552469	0.20652654083950747	0.19734274491481033	0.28057280482327757	0.2631216283298688
bert_base_uncased	orig	conditioned-exclude	pair_significant	62	62	6422	103.58064516129032	3.0161290322580645	0.12090073600984683	0.11688501615746617	0.06327307876685438	0.06061633717212619	0.8237881806244376	0.8272913816689467	0.8227717688474954	0.8266073871409029	0.7873017520371219	0.7894447074032981	0.8809224252236203	0.8829217492644807	0.27040975294518904	0.26322495009975594	0.33894284523345547	0.3335964397922316
bert_base_uncased	orig	form	all	76	76	14183	186.6184210526316	2.0	0.15926711594261575	0.15822450580634492	0.08931737885867898	0.08881446566223324	0.93128180256387	0.9318197842487485	0.9291656680164778	0.9296340689557921	0.8387214492225044	0.8398050786223449	0.9101241950737481	0.9106255062089174	0.41696620738574053	0.41288028549767103	0.3968324327072967	0.3914371872024886
bert_base_uncased	orig	form	pair_not_significant	14	14	2735	195.35714285714286	2.0	0.10116520311198315	0.10182783046332247	0.05421842191316813	0.054588628147603575	0.9433195194002403	0.9429616087751371	0.9398148930941065	0.9396709323583181	0.8986049093141034	0.8979340131489725	0.9457544397785576	0.9453819019832831	0.3435011916811043	0.3506527371572169	0.32488460310635875	0.3316856551147536
bert_base_uncased	orig	form	pair_significant	62	62	11448	184.6451612903226	2.0	0.1723869027108231	0.17169803018293187	0.09724294978185884	0.09699123589306068	0.9285636084395283	0.9291579315164221	0.9267610042892712	0.9272361984626135	0.8251993775889174	0.8259177065110306	0.9020786559468559	0.9023219822359185	0.43355508189969055	0.42774684251296996	0.41307871681073427	0.40571220818955667
bert_base_uncased	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.027411659536922504	0.02764246916404863	0.008642280689555921	0.008678243337941642	0.7397778306464514	0.7401687401687401	0.7380886098414496	0.7382382382382382	0.7977829044325336	0.7980145548975203	0.889501762809515	0.8900311154803384	0.21090873321685769	0.20985506931502482	0.3217247552616027	0.320492602106886
bert_base_uncased	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	0.04957035182576619	0.049174902324472795	0.01923921794886046	0.019206606614444323	0.7899524331056995	0.7880220646178093	0.7823320663144784	0.7805358550039401	0.8522491055429912	0.8507339961161564	0.9239750117016362	0.9228556563648346	0.15681186215622775	0.1602276240995589	0.22864797306036802	0.23330326919914807
bert_base_uncased	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	0.022765482121519805	0.022868769359614974	0.006420342231959809	0.006344125064377363	0.7292573494856415	0.7295597484276729	0.7288117560648469	0.7288609364081062	0.7863625719416313	0.7863267542499925	0.8822735009450381	0.8827539766993415	0.22225162553602204	0.22085738028260457	0.34124085475540994	0.33982231270435626
kanishka_GlossBERT	orig	conditioned-cat-only	all	76	76	1862	24.5	1.381578947368421	0.18680264946074882	0.2036725526712581	0.10236833089232568	0.11344561343678104	0.8862383203194704	0.9016183270281631	0.8856706711064144	0.8999789827658681	0.7052720228574058	0.624150404573078	0.8329259757938537	0.7804529120197885	0.29314823459142664	0.42268477666935617	0.3395043109555198	0.48263902030397654
kanishka_GlossBERT	orig	conditioned-cat-only	pair_not_significant	14	14	25	1.7857142857142858	0.14285714285714285	0.04428095608419731	0.04428095608419731	0.023007358577295266	0.023007358577295266	0.8	0.8	0.8	0.8	0.9377023605338821	0.9377023605338821	0.9687310291617688	0.9687310291617688	-0.02666666666666667	-0.02666666666666667	-0.04146777140497051	-0.04146777140497051
kanishka_GlossBERT	orig	conditioned-cat-only	pair_significant	62	62	1837	29.629032258064516	1.6612903225806452	0.19112148865397763	0.2058801925131842	0.10477320884126602	0.11469822084480714	0.8888516027533937	0.9030257830811848	0.888266752049033	0.901363733219689	0.6982286792914518	0.6198075796982746	0.8288106711463411	0.7778451818654675	0.3028395952356113	0.4289084808706861	0.3510489195118983	0.48989811714205067
kanishka_GlossBERT	orig	conditioned-exclude	all	76	76	8568	112.73684210526316	2.8815789473684212	0.1279803161377067	0.12557608345438342	0.06902352661497677	0.06726637420270655	0.8110505676955408	0.8155819858345583	0.8097911932012043	0.8147801683816651	0.7660338635130299	0.7743178779292295	0.8692579858846017	0.8748407039961013	0.2607239195284469	0.24510971025928158	0.3159698667190429	0.2998094995685989
kanishka_GlossBERT	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.2857142857142856	0.11437775223005395	0.1172201168909457	0.05749047468243159	0.0591767220189924	0.8233410504679087	0.8275229357798165	0.8210509602606378	0.8256880733944955	0.821040356369942	0.825038886621518	0.9082551203593437	0.9109940288742598	0.2373001559166572	0.22739348840250448	0.25348328754411287	0.23851636755915806
kanishka_GlossBERT	orig	conditioned-exclude	pair_significant	62	62	6422	103.58064516129032	3.0161290322580645	0.13038076859199835	0.12791226767654834	0.0710587710736612	0.06952810151467179	0.8088816589710053	0.8122435020519836	0.8078041754848335	0.8117305061559508	0.7563268353618103	0.760137158159754	0.8623761386243531	0.8647328575228133	0.2648575248717039	0.25006286052190646	0.3269969101028541	0.3169460027894328
kanishka_GlossBERT	orig	form	all	76	76	14183	186.6184210526316	2.0	0.16959133871639728	0.16843522727406965	0.09712804888719423	0.09650703621881535	0.8964643136328293	0.8974123951209194	0.8943710696512192	0.8952971867728972	0.8272076726078464	0.8283865444655779	0.901835807908347	0.9024453931338927	0.3510985037266423	0.34833082857092473	0.335054061159535	0.33099813997629507
kanishka_GlossBERT	orig	form	pair_not_significant	14	14	2735	195.35714285714286	2.0	0.11523182306129125	0.11604137166650398	0.06284219144338443	0.06329839924606569	0.8943842581289332	0.8946983546617916	0.8926743195471355	0.893235831809872	0.8841191342270109	0.8833087151481394	0.9369610360281406	0.9365046305209654	0.40283817009649353	0.40995898405301867	0.3826728119556395	0.38961881826761713
kanishka_GlossBERT	orig	form	pair_significant	62	62	11448	184.6451612903226	2.0	0.18186606805787287	0.18095245256116718	0.10487001669708676	0.10444079077161675	0.8969340035853218	0.8980607966457023	0.8947542067714959	0.8957896575821104	0.814356697403519	0.8152652886290295	0.8939043047845223	0.8943084247329808	0.3394153532560308	0.33360747032114074	0.3243014400120275	0.3169932871525034
kanishka_GlossBERT	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.027485823465428886	0.027284588061050705	0.009783334310273723	0.009787193774904295	0.7233515386169546	0.7248677248677249	0.7217203671442534	0.723008723008723	0.7654526475446228	0.7658154884689917	0.8721042141932783	0.8723119097211912	0.21685180498470633	0.2151268049458008	0.3250344885166514	0.32332136466923644
kanishka_GlossBERT	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	0.05044223688490896	0.05112297917917205	0.021829495383604777	0.022359377943939503	0.7769552892668471	0.7758077226162332	0.7746398659966498	0.7734436564223798	0.828177425716201	0.8249692297637967	0.9117609384249874	0.9097966887730318	0.1761360475208347	0.18003243705863559	0.24789129129122042	0.2529983727469496
kanishka_GlossBERT	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	0.022672381941989526	0.021999661728259658	0.007257526343284949	0.0069999642657314	0.7121120425129449	0.7135744234800838	0.7106243431913316	0.711827393431167	0.7523006779280017	0.7527012156347662	0.863789094596307	0.8640016049313963	0.2253889799368085	0.22290716009059683	0.34120967503166105	0.338911839293517
transfo-xl-wt103	orig	conditioned-cat-only	all	73	73	1807	24.753424657534246	1.356164383561644	0.16399978725290082	0.15145904023963627	0.09856513592240872	0.09129258920681967	0.8487006402686752	0.8309507042253521	0.8473666417921359	0.8338028169014085	0.7404482209559407	0.6974218149906074	0.8485452435352865	0.8223508032536223	0.32104856151754135	0.3979567660122462	0.33347675965653273	0.43829839419877253
transfo-xl-wt103	orig	conditioned-cat-only	pair_not_significant	13	13	25	1.9230769230769231	0.15384615384615385	0.008004872560839099	0.008004872560839099	0.020864642593590003	0.020864642593590003	0.68	0.68	0.68	0.68	0.9784985902172353	0.9784985902172353	0.9644171204594363	0.9644171204594363	0.1329479768786127	0.1329479768786127	-0.009280862998096688	-0.009280862998096688
transfo-xl-wt103	orig	conditioned-cat-only	pair_significant	60	60	1782	29.7	1.6166666666666667	0.1690318812752254	0.15350838549219054	0.10107160344914481	0.09229870272986582	0.8541425964063742	0.8331071428571428	0.8527655657209144	0.836	0.7327691767862214	0.6934064324873699	0.8448074410538623	0.8203212844363964	0.3271163223123455	0.40174260585701255	0.34453345716152084	0.44469238358729923
transfo-xl-wt103	orig	conditioned-exclude	all	73	73	8300	113.6986301369863	2.8767123287671232	0.024812478409825835	0.016625309233164284	0.014865727556477738	0.010262466923971366	0.6453420743100596	0.6360048986256633	0.6452305449993794	0.6361409715607566	0.8823550097930108	0.8895346702353467	0.9323867194316822	0.93654769122961	0.1427769297514499	0.12844895826335603	0.1712393194494626	0.15470300711023588
transfo-xl-wt103	orig	conditioned-exclude	pair_not_significant	13	13	2012	154.76923076923077	2.3846153846153846	0.023034617775875503	0.026259048735563128	0.011314888800016567	0.013026639718850309	0.6140971462738505	0.627906976744186	0.6069935364109014	0.6211750305997552	0.9077210068082392	0.9077359935553513	0.947765844799798	0.9479743112426592	0.0984850667932015	0.09978180718616722	0.10222426701189198	0.09918336883515999
transfo-xl-wt103	orig	conditioned-exclude	pair_significant	60	60	6288	104.8	2.9833333333333334	0.025139024240551408	0.013870885725391805	0.01551792243011346	0.009472150502828378	0.6510809386432409	0.6383202099737533	0.6522536690258346	0.6404199475065617	0.8776959491167445	0.8843306523342287	0.9295619821191708	0.9332806576160803	0.15091216988663833	0.1366453055704648	0.18391555357064904	0.17057686344295225
transfo-xl-wt103	orig	form	all	73	73	13730	188.08219178082192	2.0	0.18102218763465053	0.17832198928035992	0.1068007797317908	0.10502802368115174	0.8874981229641428	0.8855061908230153	0.8822229290872713	0.8803350327749454	0.8192128286580102	0.8220732961962194	0.8932438384904159	0.8950792021772143	0.3890803105176756	0.38592271846072007	0.37394833129686955	0.37163846580306537
transfo-xl-wt103	orig	form	pair_not_significant	13	13	2589	199.15384615384616	2.0	0.11507979454650649	0.11511116758977875	0.06734221171304224	0.06736278628199208	0.8327790032441462	0.8327539590575512	0.8262133851291569	0.8261877172653534	0.8866174088254295	0.8865914103320182	0.9331913432908744	0.9331722374045746	0.2436509970410201	0.24380453878525976	0.2319168843338493	0.23206425249100998
transfo-xl-wt103	orig	form	pair_significant	60	60	11141	185.68333333333334	2.0	0.19530970613708176	0.1930112287882061	0.115350136135853	0.11378085552985694	0.8993539322368088	0.8977650121174042	0.8943583302781959	0.8929180504443048	0.8046085029550692	0.8070802616842744	0.8845885457836501	0.886226956579545	0.42058999510428424	0.41894883525272864	0.40472181147219055	0.4040734032651344
transfo-xl-wt103	orig	raw	all	73	73	13730	188.08219178082192	9.095890410958905	-0.11564759877542602	-0.11544110147952483	-0.06402176017572975	-0.06372183902767398	0.49079294561856535	0.4899135446685879	0.49242586602707583	0.4914653070272667	0.8934904514493748	0.89443559267736	0.9365327391314197	0.9375324493874301	0.08027055312855629	0.07794238199502203	0.13135602345399158	0.12970770228697284
transfo-xl-wt103	orig	raw	pair_not_significant	13	13	2589	199.15384615384616	7.076923076923077	-0.037726156822793025	-0.03757885396736878	-0.02235787154914387	-0.022272096618366582	0.5674465128673671	0.5677257525083612	0.5628442930138909	0.5631270903010034	0.8965921762046539	0.8966463956180121	0.9414663930711314	0.9415018965971363	0.053363764591096076	0.053325689859353854	0.08988685220072477	0.0897934378687185
transfo-xl-wt103	orig	raw	pair_significant	60	60	11141	185.68333333333334	9.533333333333333	-0.13123188716595263	-0.13215831681469017	-0.07235453790104693	-0.07262120029174932	0.475462232168805	0.47320707297370074	0.47834218062971284	0.47607934655775963	0.8928701064983188	0.8939609278686317	0.9355460083434772	0.9366801993447391	0.08565191083604834	0.08322764611749922	0.139649857704645	0.1382773926638209
