embedding_type_layer	layer	model	embedding_type	label_type	pair_significance_bucket	n_systems	n_rows	n_samples_eval_total	n_samples_eval_mean	n_labels_mean	silhouette_cosine_mean	silhouette_cosine_weighted_mean	silhouette_euclidean_mean	silhouette_euclidean_weighted_mean	nearest_centroid_loo_acc_cosine_mean	nearest_centroid_loo_acc_cosine_weighted_mean	nearest_centroid_loo_acc_euclidean_mean	nearest_centroid_loo_acc_euclidean_weighted_mean	within_between_ratio_cosine_mean	within_between_ratio_cosine_weighted_mean	within_between_ratio_euclidean_mean	within_between_ratio_euclidean_weighted_mean	kmeans_ari_mean	kmeans_ari_weighted_mean	kmeans_ami_mean	kmeans_ami_weighted_mean
orig	7	bert_base_uncased	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.6666666666666665	0.13031149986717436	0.1341497764766034	0.07431724501980676	0.07643731046661689	0.8196000841941982	0.8275229357798165	0.8206433273202607	0.8275229357798165	0.7955438980040025	0.7986034026295586	0.8844640325402306	0.8860416324639918	0.18926135232201954	0.1882077625101678	0.20785920504375474	0.20061085841738294
orig	7	bert_base_uncased	orig	raw	all	76	76	14183	186.6184210526316	8.986842105263158	0.009268653894153734	0.009142542224127416	0.009355004116271933	0.009367226305282939	0.6881157987655833	0.6906191906191906	0.6936698496645891	0.6957671957671958	0.7553627224487034	0.7556551858058282	0.8558189670304698	0.8560925797716462	0.21535697959503616	0.2144392252507438	0.3239389944533814	0.32348276516239943
orig	7	bert_base_uncased	orig	raw	pair_significant	62	62	11448	184.6451612903226	9.5	-0.0014724965421332708	-0.0023467292813956803	0.0038250973260390664	0.003434370777690601	0.6763860941732583	0.6783717679944095	0.6826175911474573	0.684136967155835	0.7459629402196983	0.7464918028284716	0.8496100245671754	0.8500249812114538	0.22321987479445607	0.22172696320293517	0.33987796785716523	0.33912216073726165
orig	7	bert_base_uncased	orig	raw	pair_not_significant	14	14	2735	195.35714285714286	6.714285714285714	0.06049567905183022	0.060966490291593296	0.03572840573122868	0.03612819166378455	0.7440574668212859	0.7458628841607565	0.746380621053988	0.74822695035461	0.8001924530793422	0.7969878920015647	0.8854308464707964	0.8834613222133647	0.17785701787472627	0.18156687533873161	0.24792235206610427	0.252939108526851
orig	8	bert_base_uncased	orig	conditioned-cat-only	all	76	76	1862	24.5	2.9166666666666665	0.2576224723666468	0.26243335068012114	0.14880037318011197	0.15485249438979587	0.9186439639860741	0.922370218579235	0.9170814060077453	0.9229166666666667	0.6427785227594214	0.5755740840633158	0.7934365344965175	0.7466633396172833	0.3541703475498447	0.4422090295817269	0.38941138330810365	0.5065204788548417
orig	8	bert_base_uncased	orig	conditioned-cat-only	pair_significant	62	62	1837	29.629032258064516	2.942857142857143	0.2644455202318954	0.265618550927582	0.15271580506426594	0.15672592061398927	0.9222392356220157	0.9240650969529086	0.9206293274019195	0.9246191135734072	0.6332630495794221	0.5702940971708493	0.7879496350954903	0.7435076488262427	0.3657108631321633	0.4487031527984637	0.40246832739031796	0.5141103438168889
orig	8	bert_base_uncased	orig	conditioned-cat-only	pair_not_significant	14	14	25	1.7857142857142858	2.0	0.03246189281344414	0.03246189281344414	0.01959112100303173	0.01959112100303173	0.8	0.8	0.8	0.8	0.9567891376993958	0.9567891376993959	0.9745042147304147	0.9745042147304147	-0.02666666666666667	-0.02666666666666667	-0.04146777140497051	-0.04146777140497051
orig	8	bert_base_uncased	orig	conditioned-exclude	all	76	76	8568	112.73684210526316	3.084507042253521	0.13665170622989536	0.1271395963822897	0.08113206887307266	0.07518483104551921	0.8123268273053681	0.8182547106775357	0.8140166973441085	0.82012561806762	0.7589328728206375	0.7705552213563204	0.8582189137281575	0.8652882031484916	0.24798659614054047	0.23603181620381844	0.30528551851234187	0.2911850131689367
orig	8	bert_base_uncased	orig	conditioned-exclude	pair_significant	62	62	6422	103.58064516129032	3.169491525423729	0.13940693806929916	0.12793183243462736	0.08326823178532661	0.07640815817938273	0.8103656200049443	0.8146374829001368	0.8123546926985706	0.81703146374829	0.749512550038141	0.7581294363122651	0.8519570798639385	0.856989644046115	0.25490587695646105	0.2443304026711537	0.3150538369216628	0.3049817645840776
orig	8	bert_base_uncased	orig	conditioned-exclude	pair_not_significant	14	14	2146	153.28571428571428	2.6666666666666665	0.12103872580660714	0.12430595941955526	0.06902714570363362	0.07080928543155346	0.8234403353411025	0.8311926605504587	0.8234347236688242	0.8311926605504587	0.8123147019214522	0.8149992525108362	0.8937026389587318	0.8949701442070233	0.2087773381836571	0.20634977726744141	0.2499317141928564	0.24183736651710572
